round_name,round_type,system,bow_type,bow_group,spot_type,score,handicap
Long Metric (Men),outdoor,metric,compound,compound,,21,103
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,34,103
Long Metric (Women) / 1,outdoor,metric,compound,compound,,34,103
Long Metric II,outdoor,metric,recurve,non-compound,,50,103
Long Metric II,outdoor,metric,compound,compound,,50,103
Long Metric III,outdoor,metric,recurve,non-compound,,78,103
Long Metric III,outdoor,metric,compound,compound,,78,103
Long Metric IV,outdoor,metric,recurve,non-compound,,130,103
Long Metric IV,outdoor,metric,compound,compound,,130,103
Long Metric V,outdoor,metric,recurve,non-compound,,234,103
Long Metric V,outdoor,metric,compound,compound,,234,103
Short Metric,outdoor,metric,recurve,non-compound,,54,103
Short Metric,outdoor,metric,compound,compound,,54,103
Short Metric I,outdoor,metric,recurve,non-compound,,54,103
Short Metric I,outdoor,metric,compound,compound,,54,103
Short Metric II,outdoor,metric,recurve,non-compound,,63,103
Short Metric II,outdoor,metric,compound,compound,,63,103
Short Metric III,outdoor,metric,recurve,non-compound,,126,103
Short Metric III,outdoor,metric,compound,compound,,126,103
Short Metric IV,outdoor,metric,recurve,non-compound,,292,103
Short Metric IV,outdoor,metric,compound,compound,,292,103
Short Metric V,outdoor,metric,recurve,non-compound,,338,103
Short Metric V,outdoor,metric,compound,compound,,338,103
WA Standard Bow,outdoor,metric,recurve,non-compound,,113,103
WA Standard Bow,outdoor,metric,compound,compound,,113,103
AGB 900-70,outdoor,metric,recurve,non-compound,,53,103
AGB 900-70,outdoor,metric,compound,compound,,53,103
WA 900,outdoor,metric,recurve,non-compound,,82,103
WA 900,outdoor,metric,compound,compound,,82,103
AGB 900-50,outdoor,metric,recurve,non-compound,,134,103
AGB 900-50,outdoor,metric,compound,compound,,134,103
AGB 900-40,outdoor,metric,recurve,non-compound,,235,103
AGB 900-40,outdoor,metric,compound,compound,,235,103
AGB 900-30,outdoor,metric,recurve,non-compound,,416,103
AGB 900-30,outdoor,metric,compound,compound,,416,103
WA 70m,outdoor,metric,recurve,non-compound,,28,103
WA 70m,outdoor,metric,compound,compound,,28,103
WA 60m,outdoor,metric,recurve,non-compound,,40,103
WA 60m,outdoor,metric,compound,compound,,40,103
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,60,103
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,60,103
Metric 122-40,outdoor,metric,recurve,non-compound,,96,103
Metric 122-40,outdoor,metric,compound,compound,,96,103
Metric 122-30,outdoor,metric,recurve,non-compound,,165,103
Metric 122-30,outdoor,metric,compound,compound,,165,103
WA 50m (Compound),outdoor,metric,recurve,non-compound,,27,103
WA 50m (Compound),outdoor,metric,compound,compound,,27,103
Metric 80-40,outdoor,metric,recurve,non-compound,,45,103
Metric 80-40,outdoor,metric,compound,compound,,45,103
WA 1440 (90m),outdoor,metric,recurve,non-compound,,71,104
WA 1440 (90m),outdoor,metric,compound,compound,,71,104
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,82,104
Hereford / Bristol I,outdoor,metric,compound,compound,,82,104
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,106,104
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,106,104
Metric III,outdoor,metric,recurve,non-compound,,192,104
Metric III,outdoor,metric,compound,compound,,192,104
Metric IV,outdoor,metric,recurve,non-compound,,404,104
Metric IV,outdoor,metric,compound,compound,,404,104
Metric V,outdoor,metric,recurve,non-compound,,550,104
Metric V,outdoor,metric,compound,compound,,550,104
Long Metric (Men),outdoor,metric,recurve,non-compound,,20,104
Long Metric (Men),outdoor,metric,compound,compound,,20,104
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,32,104
Long Metric (Women) / 1,outdoor,metric,compound,compound,,32,104
Long Metric II,outdoor,metric,recurve,non-compound,,47,104
Long Metric II,outdoor,metric,compound,compound,,47,104
Long Metric III,outdoor,metric,recurve,non-compound,,73,104
Long Metric III,outdoor,metric,compound,compound,,73,104
Long Metric IV,outdoor,metric,recurve,non-compound,,123,104
Long Metric IV,outdoor,metric,compound,compound,,123,104
Long Metric V,outdoor,metric,recurve,non-compound,,224,104
Long Metric V,outdoor,metric,compound,compound,,224,104
Short Metric,outdoor,metric,recurve,non-compound,,51,104
Short Metric,outdoor,metric,compound,compound,,51,104
Short Metric I,outdoor,metric,recurve,non-compound,,51,104
Short Metric I,outdoor,metric,compound,compound,,51,104
Short Metric II,outdoor,metric,recurve,non-compound,,59,104
Short Metric II,outdoor,metric,compound,compound,,59,104
Short Metric III,outdoor,metric,recurve,non-compound,,119,104
Short Metric III,outdoor,metric,compound,compound,,119,104
Short Metric IV,outdoor,metric,recurve,non-compound,,281,104
Short Metric IV,outdoor,metric,compound,compound,,281,104
Short Metric V,outdoor,metric,recurve,non-compound,,327,104
Short Metric V,outdoor,metric,compound,compound,,327,104
WA Standard Bow,outdoor,metric,recurve,non-compound,,106,104
WA Standard Bow,outdoor,metric,compound,compound,,106,104
AGB 900-70,outdoor,metric,recurve,non-compound,,50,104
AGB 900-70,outdoor,metric,compound,compound,,50,104
WA 900,outdoor,metric,recurve,non-compound,,77,104
WA 900,outdoor,metric,compound,compound,,77,104
AGB 900-50,outdoor,metric,recurve,non-compound,,126,104
AGB 900-50,outdoor,metric,compound,compound,,126,104
AGB 900-40,outdoor,metric,recurve,non-compound,,224,104
AGB 900-40,outdoor,metric,compound,compound,,224,104
AGB 900-30,outdoor,metric,recurve,non-compound,,404,104
AGB 900-30,outdoor,metric,compound,compound,,404,104
WA 70m,outdoor,metric,recurve,non-compound,,26,104
WA 70m,outdoor,metric,compound,compound,,26,104
WA 60m,outdoor,metric,recurve,non-compound,,37,104
WA 60m,outdoor,metric,compound,compound,,37,104
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,56,104
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,56,104
Metric 122-40,outdoor,metric,recurve,non-compound,,90,104
Metric 122-40,outdoor,metric,compound,compound,,90,104
Metric 122-30,outdoor,metric,recurve,non-compound,,156,104
Metric 122-30,outdoor,metric,compound,compound,,156,104
WA 50m (Compound),outdoor,metric,recurve,non-compound,,26,104
WA 50m (Compound),outdoor,metric,compound,compound,,26,104
Metric 80-40,outdoor,metric,recurve,non-compound,,42,104
Metric 80-40,outdoor,metric,compound,compound,,42,104
WA 1440 (90m),outdoor,metric,recurve,non-compound,,66,105
WA 1440 (90m),outdoor,metric,compound,compound,,66,105
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,77,105
Hereford / Bristol I,outdoor,metric,compound,compound,,77,105
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,99,105
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,99,105
Metric III,outdoor,metric,recurve,non-compound,,181,105
Metric III,outdoor,metric,compound,compound,,181,105
Metric IV,outdoor,metric,recurve,non-compound,,387,105
Metric IV,outdoor,metric,compound,compound,,387,105
Metric V,outdoor,metric,recurve,non-compound,,529,105
Metric V,outdoor,metric,compound,compound,,529,105
Long Metric (Men),outdoor,metric,recurve,non-compound,,19,105
Long Metric (Men),outdoor,metric,compound,compound,,19,105
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,30,105
Long Metric (Women) / 1,outdoor,metric,compound,compound,,30,105
Long Metric II,outdoor,metric,recurve,non-compound,,44,105
Long Metric II,outdoor,metric,compound,compound,,44,105
Long Metric III,outdoor,metric,recurve,non-compound,,69,105
Long Metric III,outdoor,metric,compound,compound,,69,105
Long Metric IV,outdoor,metric,recurve,non-compound,,116,105
Long Metric IV,outdoor,metric,compound,compound,,116,105
Long Metric V,outdoor,metric,recurve,non-compound,,214,105
Long Metric V,outdoor,metric,compound,compound,,214,105
Short Metric,outdoor,metric,recurve,non-compound,,48,105
Short Metric,outdoor,metric,compound,compound,,48,105
Short Metric I,outdoor,metric,recurve,non-compound,,48,105
Short Metric I,outdoor,metric,compound,compound,,48,105
Short Metric II,outdoor,metric,recurve,non-compound,,56,105
Short Metric II,outdoor,metric,compound,compound,,56,105
Short Metric III,outdoor,metric,recurve,non-compound,,113,105
Short Metric III,outdoor,metric,compound,compound,,113,105
Short Metric IV,outdoor,metric,recurve,non-compound,,271,105
Short Metric IV,outdoor,metric,compound,compound,,271,105
Short Metric V,outdoor,metric,recurve,non-compound,,315,105
Short Metric V,outdoor,metric,compound,compound,,315,105
WA Standard Bow,outdoor,metric,recurve,non-compound,,100,105
WA Standard Bow,outdoor,metric,compound,compound,,100,105
AGB 900-70,outdoor,metric,recurve,non-compound,,47,105
AGB 900-70,outdoor,metric,compound,compound,,47,105
WA 900,outdoor,metric,recurve,non-compound,,72,105
WA 900,outdoor,metric,compound,compound,,72,105
AGB 900-50,outdoor,metric,recurve,non-compound,,119,105
AGB 900-50,outdoor,metric,compound,compound,,119,105
AGB 900-40,outdoor,metric,recurve,non-compound,,213,105
AGB 900-40,outdoor,metric,compound,compound,,213,105
AGB 900-30,outdoor,metric,recurve,non-compound,,392,105
AGB 900-30,outdoor,metric,compound,compound,,392,105
WA 70m,outdoor,metric,recurve,non-compound,,24,105
WA 70m,outdoor,metric,compound,compound,,24,105
WA 60m,outdoor,metric,recurve,non-compound,,35,105
WA 60m,outdoor,metric,compound,compound,,35,105
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,53,105
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,53,105
Metric 122-40,outdoor,metric,recurve,non-compound,,85,105
Metric 122-40,outdoor,metric,compound,compound,,85,105
Metric 122-30,outdoor,metric,recurve,non-compound,,148,105
Metric 122-30,outdoor,metric,compound,compound,,148,105
WA 50m (Compound),outdoor,metric,recurve,non-compound,,24,105
WA 50m (Compound),outdoor,metric,compound,compound,,24,105
Metric 80-40,outdoor,metric,recurve,non-compound,,39,105
Metric 80-40,outdoor,metric,compound,compound,,39,105
WA 1440 (90m),outdoor,metric,recurve,non-compound,,62,106
WA 1440 (90m),outdoor,metric,compound,compound,,62,106
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,72,106
Hereford / Bristol I,outdoor,metric,compound,compound,,72,106
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,93,106
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,93,106
Metric III,outdoor,metric,recurve,non-compound,,171,106
Metric III,outdoor,metric,compound,compound,,171,106
Metric IV,outdoor,metric,recurve,non-compound,,370,106
Metric IV,outdoor,metric,compound,compound,,370,106
Metric V,outdoor,metric,recurve,non-compound,,507,106
Metric V,outdoor,metric,compound,compound,,507,106
Long Metric (Men),outdoor,metric,recurve,non-compound,,18,106
Long Metric (Men),outdoor,metric,compound,compound,,18,106
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,28,106
Long Metric (Women) / 1,outdoor,metric,compound,compound,,28,106
Long Metric II,outdoor,metric,recurve,non-compound,,41,106
Long Metric II,outdoor,metric,compound,compound,,41,106
Long Metric III,outdoor,metric,recurve,non-compound,,65,106
Long Metric III,outdoor,metric,compound,compound,,65,106
Long Metric IV,outdoor,metric,recurve,non-compound,,110,106
Long Metric IV,outdoor,metric,compound,compound,,110,106
Long Metric V,outdoor,metric,recurve,non-compound,,204,106
Long Metric V,outdoor,metric,compound,compound,,204,106
Short Metric,outdoor,metric,recurve,non-compound,,45,106
Short Metric,outdoor,metric,compound,compound,,45,106
Short Metric I,outdoor,metric,recurve,non-compound,,45,106
Short Metric I,outdoor,metric,compound,compound,,45,106
Short Metric II,outdoor,metric,recurve,non-compound,,52,106
Short Metric II,outdoor,metric,compound,compound,,52,106
Short Metric III,outdoor,metric,recurve,non-compound,,106,106
Short Metric III,outdoor,metric,compound,compound,,106,106
Short Metric IV,outdoor,metric,recurve,non-compound,,261,106
Short Metric IV,outdoor,metric,compound,compound,,261,106
Short Metric V,outdoor,metric,recurve,non-compound,,304,106
Short Metric V,outdoor,metric,compound,compound,,304,106
WA Standard Bow,outdoor,metric,recurve,non-compound,,95,106
WA Standard Bow,outdoor,metric,compound,compound,,95,106
AGB 900-70,outdoor,metric,recurve,non-compound,,44,106
AGB 900-70,outdoor,metric,compound,compound,,44,106
WA 900,outdoor,metric,recurve,non-compound,,68,106
WA 900,outdoor,metric,compound,compound,,68,106
AGB 900-50,outdoor,metric,recurve,non-compound,,112,106
AGB 900-50,outdoor,metric,compound,compound,,112,106
AGB 900-40,outdoor,metric,recurve,non-compound,,203,106
AGB 900-40,outdoor,metric,compound,compound,,203,106
AGB 900-30,outdoor,metric,recurve,non-compound,,380,106
AGB 900-30,outdoor,metric,compound,compound,,380,106
WA 70m,outdoor,metric,recurve,non-compound,,23,106
WA 70m,outdoor,metric,compound,compound,,23,106
WA 60m,outdoor,metric,recurve,non-compound,,33,106
WA 60m,outdoor,metric,compound,compound,,33,106
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,50,106
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,50,106
Metric 122-40,outdoor,metric,recurve,non-compound,,80,106
Metric 122-40,outdoor,metric,compound,compound,,80,106
Metric 122-30,outdoor,metric,recurve,non-compound,,140,106
Metric 122-30,outdoor,metric,compound,compound,,140,106
WA 50m (Compound),outdoor,metric,recurve,non-compound,,23,106
WA 50m (Compound),outdoor,metric,compound,compound,,23,106
Metric 80-40,outdoor,metric,recurve,non-compound,,37,106
Metric 80-40,outdoor,metric,compound,compound,,37,106
WA 1440 (90m),outdoor,metric,recurve,non-compound,,58,107
WA 1440 (90m),outdoor,metric,compound,compound,,58,107
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,68,107
Hereford / Bristol I,outdoor,metric,compound,compound,,68,107
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,87,107
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,87,107
Metric III,outdoor,metric,recurve,non-compound,,161,107
Metric III,outdoor,metric,compound,compound,,161,107
Metric IV,outdoor,metric,recurve,non-compound,,354,107
Metric IV,outdoor,metric,compound,compound,,354,107
Metric V,outdoor,metric,recurve,non-compound,,486,107
Metric V,outdoor,metric,compound,compound,,486,107
Long Metric (Men),outdoor,metric,recurve,non-compound,,17,107
Long Metric (Men),outdoor,metric,compound,compound,,17,107
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,26,107
Long Metric (Women) / 1,outdoor,metric,compound,compound,,26,107
Long Metric II,outdoor,metric,recurve,non-compound,,39,107
Long Metric II,outdoor,metric,compound,compound,,39,107
Long Metric III,outdoor,metric,recurve,non-compound,,61,107
Long Metric III,outdoor,metric,compound,compound,,61,107
Long Metric IV,outdoor,metric,recurve,non-compound,,104,107
Long Metric IV,outdoor,metric,compound,compound,,104,107
Long Metric V,outdoor,metric,recurve,non-compound,,194,107
Long Metric V,outdoor,metric,compound,compound,,194,107
Short Metric,outdoor,metric,recurve,non-compound,,42,107
Short Metric,outdoor,metric,compound,compound,,42,107
Short Metric I,outdoor,metric,recurve,non-compound,,42,107
Short Metric I,outdoor,metric,compound,compound,,42,107
Short Metric II,outdoor,metric,recurve,non-compound,,49,107
Short Metric II,outdoor,metric,compound,compound,,49,107
Short Metric III,outdoor,metric,recurve,non-compound,,100,107
Short Metric III,outdoor,metric,compound,compound,,100,107
Short Metric IV,outdoor,metric,recurve,non-compound,,251,107
Short Metric IV,outdoor,metric,compound,compound,,251,107
Short Metric V,outdoor,metric,recurve,non-compound,,292,107
Short Metric V,outdoor,metric,compound,compound,,292,107
WA Standard Bow,outdoor,metric,recurve,non-compound,,89,107
WA Standard Bow,outdoor,metric,compound,compound,,89,107
AGB 900-70,outdoor,metric,recurve,non-compound,,41,107
AGB 900-70,outdoor,metric,compound,compound,,41,107
WA 900,outdoor,metric,recurve,non-compound,,63,107
WA 900,outdoor,metric,compound,compound,,63,107
AGB 900-50,outdoor,metric,recurve,non-compound,,106,107
AGB 900-50,outdoor,metric,compound,compound,,106,107
AGB 900-40,outdoor,metric,recurve,non-compound,,193,107
AGB 900-40,outdoor,metric,compound,compound,,193,107
AGB 900-30,outdoor,metric,recurve,non-compound,,368,107
AGB 900-30,outdoor,metric,compound,compound,,368,107
WA 70m,outdoor,metric,recurve,non-compound,,21,107
WA 70m,outdoor,metric,compound,compound,,21,107
WA 60m,outdoor,metric,recurve,non-compound,,31,107
WA 60m,outdoor,metric,compound,compound,,31,107
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,47,107
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,47,107
Metric 122-40,outdoor,metric,recurve,non-compound,,75,107
Metric 122-40,outdoor,metric,compound,compound,,75,107
Metric 122-30,outdoor,metric,recurve,non-compound,,132,107
Metric 122-30,outdoor,metric,compound,compound,,132,107
WA 50m (Compound),outdoor,metric,recurve,non-compound,,21,107
WA 50m (Compound),outdoor,metric,compound,compound,,21,107
Metric 80-40,outdoor,metric,recurve,non-compound,,35,107
Metric 80-40,outdoor,metric,compound,compound,,35,107
WA 1440 (90m),outdoor,metric,recurve,non-compound,,55,108
WA 1440 (90m),outdoor,metric,compound,compound,,55,108
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,64,108
Hereford / Bristol I,outdoor,metric,compound,compound,,64,108
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,82,108
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,82,108
Metric III,outdoor,metric,recurve,non-compound,,151,108
Metric III,outdoor,metric,compound,compound,,151,108
Metric IV,outdoor,metric,recurve,non-compound,,338,108
Metric IV,outdoor,metric,compound,compound,,338,108
Metric V,outdoor,metric,recurve,non-compound,,465,108
Metric V,outdoor,metric,compound,compound,,465,108
Long Metric (Men),outdoor,metric,recurve,non-compound,,15,108
Long Metric (Men),outdoor,metric,compound,compound,,15,108
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,24,108
Long Metric (Women) / 1,outdoor,metric,compound,compound,,24,108
Long Metric II,outdoor,metric,recurve,non-compound,,36,108
Long Metric II,outdoor,metric,compound,compound,,36,108
Long Metric III,outdoor,metric,recurve,non-compound,,57,108
Long Metric III,outdoor,metric,compound,compound,,57,108
Long Metric IV,outdoor,metric,recurve,non-compound,,98,108
Long Metric IV,outdoor,metric,compound,compound,,98,108
Long Metric V,outdoor,metric,recurve,non-compound,,185,108
Long Metric V,outdoor,metric,compound,compound,,185,108
Short Metric,outdoor,metric,recurve,non-compound,,40,108
Short Metric,outdoor,metric,compound,compound,,40,108
Short Metric I,outdoor,metric,recurve,non-compound,,40,108
Short Metric I,outdoor,metric,compound,compound,,40,108
Short Metric II,outdoor,metric,recurve,non-compound,,46,108
Short Metric II,outdoor,metric,compound,compound,,46,108
Short Metric III,outdoor,metric,recurve,non-compound,,95,108
Short Metric III,outdoor,metric,compound,compound,,95,108
Short Metric IV,outdoor,metric,recurve,non-compound,,241,108
Short Metric IV,outdoor,metric,compound,compound,,241,108
Short Metric V,outdoor,metric,recurve,non-compound,,281,108
Short Metric V,outdoor,metric,compound,compound,,281,108
WA Standard Bow,outdoor,metric,recurve,non-compound,,84,108
WA Standard Bow,outdoor,metric,compound,compound,,84,108
AGB 900-70,outdoor,metric,recurve,non-compound,,38,108
AGB 900-70,outdoor,metric,compound,compound,,38,108
WA 900,outdoor,metric,recurve,non-compound,,60,108
WA 900,outdoor,metric,compound,compound,,60,108
AGB 900-50,outdoor,metric,recurve,non-compound,,99,108
AGB 900-50,outdoor,metric,compound,compound,,99,108
AGB 900-40,outdoor,metric,recurve,non-compound,,183,108
AGB 900-40,outdoor,metric,compound,compound,,183,108
AGB 900-30,outdoor,metric,recurve,non-compound,,356,108
AGB 900-30,outdoor,metric,compound,compound,,356,108
WA 70m,outdoor,metric,recurve,non-compound,,20,108
WA 70m,outdoor,metric,compound,compound,,20,108
WA 60m,outdoor,metric,recurve,non-compound,,29,108
WA 60m,outdoor,metric,compound,compound,,29,108
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,44,108
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,44,108
Metric 122-40,outdoor,metric,recurve,non-compound,,71,108
Metric 122-40,outdoor,metric,compound,compound,,71,108
Metric 122-30,outdoor,metric,recurve,non-compound,,125,108
Metric 122-30,outdoor,metric,compound,compound,,125,108
WA 50m (Compound),outdoor,metric,recurve,non-compound,,20,108
WA 50m (Compound),outdoor,metric,compound,compound,,20,108
Metric 80-40,outdoor,metric,recurve,non-compound,,32,108
Metric 80-40,outdoor,metric,compound,compound,,32,108
WA 1440 (90m),outdoor,metric,recurve,non-compound,,51,109
WA 1440 (90m),outdoor,metric,compound,compound,,51,109
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,60,109
Hereford / Bristol I,outdoor,metric,compound,compound,,60,109
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,77,109
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,77,109
Metric III,outdoor,metric,recurve,non-compound,,142,109
Metric III,outdoor,metric,compound,compound,,142,109
Metric IV,outdoor,metric,recurve,non-compound,,323,109
Metric IV,outdoor,metric,compound,compound,,323,109
Metric V,outdoor,metric,recurve,non-compound,,445,109
Metric V,outdoor,metric,compound,compound,,445,109
Long Metric (Men),outdoor,metric,recurve,non-compound,,15,109
Long Metric (Men),outdoor,metric,compound,compound,,15,109
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,23,109
Long Metric (Women) / 1,outdoor,metric,compound,compound,,23,109
Long Metric II,outdoor,metric,recurve,non-compound,,34,109
Long Metric II,outdoor,metric,compound,compound,,34,109
Long Metric III,outdoor,metric,recurve,non-compound,,54,109
Long Metric III,outdoor,metric,compound,compound,,54,109
Long Metric IV,outdoor,metric,recurve,non-compound,,92,109
Long Metric IV,outdoor,metric,compound,compound,,92,109
Long Metric V,outdoor,metric,recurve,non-compound,,176,109
Long Metric V,outdoor,metric,compound,compound,,176,109
Short Metric,outdoor,metric,recurve,non-compound,,37,109
Short Metric,outdoor,metric,compound,compound,,37,109
Short Metric I,outdoor,metric,recurve,non-compound,,37,109
Short Metric I,outdoor,metric,compound,compound,,37,109
Short Metric II,outdoor,metric,recurve,non-compound,,43,109
Short Metric II,outdoor,metric,compound,compound,,43,109
Short Metric III,outdoor,metric,recurve,non-compound,,89,109
Short Metric III,outdoor,metric,compound,compound,,89,109
Short Metric IV,outdoor,metric,recurve,non-compound,,232,109
Short Metric IV,outdoor,metric,compound,compound,,232,109
Short Metric V,outdoor,metric,recurve,non-compound,,270,109
Short Metric V,outdoor,metric,compound,compound,,270,109
WA Standard Bow,outdoor,metric,recurve,non-compound,,79,109
WA Standard Bow,outdoor,metric,compound,compound,,79,109
AGB 900-70,outdoor,metric,recurve,non-compound,,36,109
AGB 900-70,outdoor,metric,compound,compound,,36,109
WA 900,outdoor,metric,recurve,non-compound,,56,109
WA 900,outdoor,metric,compound,compound,,56,109
AGB 900-50,outdoor,metric,recurve,non-compound,,94,109
AGB 900-50,outdoor,metric,compound,compound,,94,109
AGB 900-40,outdoor,metric,recurve,non-compound,,174,109
AGB 900-40,outdoor,metric,compound,compound,,174,109
AGB 900-30,outdoor,metric,recurve,non-compound,,345,109
AGB 900-30,outdoor,metric,compound,compound,,345,109
WA 70m,outdoor,metric,recurve,non-compound,,19,109
WA 70m,outdoor,metric,compound,compound,,19,109
WA 60m,outdoor,metric,recurve,non-compound,,27,109
WA 60m,outdoor,metric,compound,compound,,27,109
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,41,109
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,41,109
Metric 122-40,outdoor,metric,recurve,non-compound,,66,109
Metric 122-40,outdoor,metric,compound,compound,,66,109
Metric 122-30,outdoor,metric,recurve,non-compound,,118,109
Metric 122-30,outdoor,metric,compound,compound,,118,109
WA 50m (Compound),outdoor,metric,recurve,non-compound,,19,109
WA 50m (Compound),outdoor,metric,compound,compound,,19,109
Metric 80-40,outdoor,metric,recurve,non-compound,,30,109
Metric 80-40,outdoor,metric,compound,compound,,30,109
WA 1440 (90m),outdoor,metric,recurve,non-compound,,48,110
WA 1440 (90m),outdoor,metric,compound,compound,,48,110
Hereford / Bristol I,outdoor,metric,recurve,non-compound,,56,110
Hereford / Bristol I,outdoor,metric,compound,compound,,56,110
WA 1440 (60m) / Metric II,outdoor,metric,recurve,non-compound,,72,110
WA 1440 (60m) / Metric II,outdoor,metric,compound,compound,,72,110
Metric III,outdoor,metric,recurve,non-compound,,134,110
Metric III,outdoor,metric,compound,compound,,134,110
Metric IV,outdoor,metric,recurve,non-compound,,308,110
Metric IV,outdoor,metric,compound,compound,,308,110
Metric V,outdoor,metric,recurve,non-compound,,425,110
Metric V,outdoor,metric,compound,compound,,425,110
Long Metric (Men),outdoor,metric,recurve,non-compound,,14,110
Long Metric (Men),outdoor,metric,compound,compound,,14,110
Long Metric (Women) / 1,outdoor,metric,recurve,non-compound,,21,110
Long Metric (Women) / 1,outdoor,metric,compound,compound,,21,110
Long Metric II,outdoor,metric,recurve,non-compound,,32,110
Long Metric II,outdoor,metric,compound,compound,,32,110
Long Metric III,outdoor,metric,recurve,non-compound,,50,110
Long Metric III,outdoor,metric,compound,compound,,50,110
Long Metric IV,outdoor,metric,recurve,non-compound,,87,110
Long Metric IV,outdoor,metric,compound,compound,,87,110
Long Metric V,outdoor,metric,recurve,non-compound,,167,110
Long Metric V,outdoor,metric,compound,compound,,167,110
Short Metric,outdoor,metric,recurve,non-compound,,35,110
Short Metric,outdoor,metric,compound,compound,,35,110
Short Metric I,outdoor,metric,recurve,non-compound,,35,110
Short Metric I,outdoor,metric,compound,compound,,35,110
Short Metric II,outdoor,metric,recurve,non-compound,,40,110
Short Metric II,outdoor,metric,compound,compound,,40,110
Short Metric III,outdoor,metric,recurve,non-compound,,84,110
Short Metric III,outdoor,metric,compound,compound,,84,110
Short Metric IV,outdoor,metric,recurve,non-compound,,222,110
Short Metric IV,outdoor,metric,compound,compound,,222,110
Short Metric V,outdoor,metric,recurve,non-compound,,259,110
Short Metric V,outdoor,metric,compound,compound,,259,110
WA Standard Bow,outdoor,metric,recurve,non-compound,,75,110
WA Standard Bow,outdoor,metric,compound,compound,,75,110
AGB 900-70,outdoor,metric,recurve,non-compound,,34,110
AGB 900-70,outdoor,metric,compound,compound,,34,110
WA 900,outdoor,metric,recurve,non-compound,,52,110
WA 900,outdoor,metric,compound,compound,,52,110
AGB 900-50,outdoor,metric,recurve,non-compound,,88,110
AGB 900-50,outdoor,metric,compound,compound,,88,110
AGB 900-40,outdoor,metric,recurve,non-compound,,165,110
AGB 900-40,outdoor,metric,compound,compound,,165,110
AGB 900-30,outdoor,metric,recurve,non-compound,,333,110
AGB 900-30,outdoor,metric,compound,compound,,333,110
WA 70m,outdoor,metric,recurve,non-compound,,18,110
WA 70m,outdoor,metric,compound,compound,,18,110
WA 60m,outdoor,metric,recurve,non-compound,,25,110
WA 60m,outdoor,metric,compound,compound,,25,110
WA 50m (Barebow) / Metric 122-50,outdoor,metric,recurve,non-compound,,38,110
WA 50m (Barebow) / Metric 122-50,outdoor,metric,compound,compound,,38,110
Metric 122-40,outdoor,metric,recurve,non-compound,,62,110
Metric 122-40,outdoor,metric,compound,compound,,62,110
Metric 122-30,outdoor,metric,recurve,non-compound,,111,110
Metric 122-30,outdoor,metric,compound,compound,,111,110
WA 50m (Compound),outdoor,metric,recurve,non-compound,,17,110
WA 50m (Compound),outdoor,metric,compound,compound,,17,110
Metric 80-40,outdoor,metric,recurve,non-compound,,28,110
Metric 80-40,outdoor,metric,compound,compound,,28,110
WA 1440 (90m),outdoor,metric,recurve,non-compound,,45,111
