round_name,round_type,system,bow_type,bow_group,spot_type,score,handicap
Portsmouth,indoor,metric,longbow,non-compound,single,40,119
Portsmouth,indoor,metric,recurve,non-compound,triple,20,119
Portsmouth,indoor,metric,barebow,non-compound,triple,20,119
Portsmouth,indoor,metric,longbow,non-compound,triple,20,119
Stafford,indoor,metric,recurve,non-compound,single,30,119
Stafford,indoor,metric,barebow,non-compound,single,30,119
Stafford,indoor,metric,longbow,non-compound,single,30,119
WA 18m,indoor,metric,recurve,non-compound,single,20,119
WA 18m,indoor,metric,barebow,non-compound,single,20,119
WA 18m,indoor,metric,longbow,non-compound,single,20,119
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,10,119
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,10,119
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,10,119
WA 25m,indoor,metric,recurve,non-compound,single,21,119
WA 25m,indoor,metric,barebow,non-compound,single,21,119
WA 25m,indoor,metric,longbow,non-compound,single,21,119
WA 25m,indoor,metric,recurve,non-compound,triple,11,119
WA 25m,indoor,metric,barebow,non-compound,triple,11,119
WA 25m,indoor,metric,longbow,non-compound,triple,11,119
Worcester,indoor,metric,compound,compound,single,11,119
Worcester,indoor,metric,recurve,non-compound,single,11,119
Worcester,indoor,metric,barebow,non-compound,single,11,119
Worcester,indoor,metric,longbow,non-compound,single,11,119
Worcester,indoor,metric,compound,compound,triple,4,119
Worcester,indoor,metric,recurve,non-compound,triple,4,119
Worcester,indoor,metric,barebow,non-compound,triple,4,119
Worcester,indoor,metric,longbow,non-compound,triple,4,119
Vegas300,indoor,metric,compound,compound,single,10,119
Vegas300,indoor,metric,recurve,non-compound,single,10,119
Vegas300,indoor,metric,barebow,non-compound,single,10,119
Vegas300,indoor,metric,longbow,non-compound,single,10,119
Vegas300,indoor,metric,compound,compound,triple,5,119
Vegas300,indoor,metric,recurve,non-compound,triple,5,119
Vegas300,indoor,metric,barebow,non-compound,triple,5,119
Vegas300,indoor,metric,longbow,non-compound,triple,5,119
Bray I,indoor,metric,compound,compound,single,10,119
Bray I,indoor,metric,compound,compound,triple,5,119
Bray II,indoor,metric,compound,compound,single,13,119
Bray II,indoor,metric,compound,compound,triple,7,119
Portsmouth,indoor,metric,compound,compound,single,40,119
Portsmouth,indoor,metric,compound,compound,triple,20,119
Stafford,indoor,metric,compound,compound,single,30,119
WA 18m,indoor,metric,compound,compound,single,20,119
WA 18m or Vegas,indoor,metric,compound,compound,triple,10,119
WA 25m,indoor,metric,compound,compound,single,21,119
WA 25m,indoor,metric,compound,compound,triple,11,119
Bray I,indoor,metric,recurve,non-compound,single,9,120
Bray I,indoor,metric,barebow,non-compound,single,9,120
Bray I,indoor,metric,longbow,non-compound,single,9,120
Bray I,indoor,metric,recurve,non-compound,triple,5,120
Bray I,indoor,metric,barebow,non-compound,triple,5,120
Bray I,indoor,metric,longbow,non-compound,triple,5,120
Bray II,indoor,metric,recurve,non-compound,single,12,120
Bray II,indoor,metric,barebow,non-compound,single,12,120
Bray II,indoor,metric,longbow,non-compound,single,12,120
Bray II,indoor,metric,recurve,non-compound,triple,6,120
Bray II,indoor,metric,barebow,non-compound,triple,6,120
Bray II,indoor,metric,longbow,non-compound,triple,6,120
Portsmouth,indoor,metric,recurve,non-compound,single,38,120
Portsmouth,indoor,metric,barebow,non-compound,single,38,120
Portsmouth,indoor,metric,longbow,non-compound,single,38,120
Portsmouth,indoor,metric,recurve,non-compound,triple,19,120
Portsmouth,indoor,metric,barebow,non-compound,triple,19,120
Portsmouth,indoor,metric,longbow,non-compound,triple,19,120
Stafford,indoor,metric,recurve,non-compound,single,28,120
Stafford,indoor,metric,barebow,non-compound,single,28,120
Stafford,indoor,metric,longbow,non-compound,single,28,120
WA 18m,indoor,metric,recurve,non-compound,single,18,120
WA 18m,indoor,metric,barebow,non-compound,single,18,120
WA 18m,indoor,metric,longbow,non-compound,single,18,120
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,9,120
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,9,120
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,9,120
WA 25m,indoor,metric,recurve,non-compound,single,20,120
WA 25m,indoor,metric,barebow,non-compound,single,20,120
WA 25m,indoor,metric,longbow,non-compound,single,20,120
WA 25m,indoor,metric,recurve,non-compound,triple,10,120
WA 25m,indoor,metric,barebow,non-compound,triple,10,120
WA 25m,indoor,metric,longbow,non-compound,triple,10,120
Worcester,indoor,metric,compound,compound,single,11,120
Worcester,indoor,metric,recurve,non-compound,single,11,120
Worcester,indoor,metric,barebow,non-compound,single,11,120
Worcester,indoor,metric,longbow,non-compound,single,11,120
Worcester,indoor,metric,compound,compound,triple,4,120
Worcester,indoor,metric,recurve,non-compound,triple,4,120
Worcester,indoor,metric,barebow,non-compound,triple,4,120
Worcester,indoor,metric,longbow,non-compound,triple,4,120
Vegas300,indoor,metric,compound,compound,single,9,120
Vegas300,indoor,metric,recurve,non-compound,single,9,120
Vegas300,indoor,metric,barebow,non-compound,single,9,120
Vegas300,indoor,metric,longbow,non-compound,single,9,120
Vegas300,indoor,metric,compound,compound,triple,5,120
Vegas300,indoor,metric,recurve,non-compound,triple,5,120
Vegas300,indoor,metric,barebow,non-compound,triple,5,120
Vegas300,indoor,metric,longbow,non-compound,triple,5,120
Bray I,indoor,metric,compound,compound,single,9,120
Bray I,indoor,metric,compound,compound,triple,5,120
Bray II,indoor,metric,compound,compound,single,12,120
Bray II,indoor,metric,compound,compound,triple,6,120
Portsmouth,indoor,metric,compound,compound,single,37,120
Portsmouth,indoor,metric,compound,compound,triple,19,120
Stafford,indoor,metric,compound,compound,single,28,120
WA 18m,indoor,metric,compound,compound,single,18,120
WA 18m or Vegas,indoor,metric,compound,compound,triple,9,120
WA 25m,indoor,metric,compound,compound,single,20,120
WA 25m,indoor,metric,compound,compound,triple,10,120
Bray I,indoor,metric,recurve,non-compound,single,9,121
Bray I,indoor,metric,barebow,non-compound,single,9,121
Bray I,indoor,metric,longbow,non-compound,single,9,121
Bray I,indoor,metric,recurve,non-compound,triple,4,121
Bray I,indoor,metric,barebow,non-compound,triple,4,121
Bray I,indoor,metric,longbow,non-compound,triple,4,121
Bray II,indoor,metric,recurve,non-compound,single,11,121
Bray II,indoor,metric,barebow,non-compound,single,11,121
Bray II,indoor,metric,longbow,non-compound,single,11,121
Bray II,indoor,metric,recurve,non-compound,triple,6,121
Bray II,indoor,metric,barebow,non-compound,triple,6,121
Bray II,indoor,metric,longbow,non-compound,triple,6,121
Portsmouth,indoor,metric,recurve,non-compound,single,35,121
Portsmouth,indoor,metric,barebow,non-compound,single,35,121
Portsmouth,indoor,metric,longbow,non-compound,single,35,121
Portsmouth,indoor,metric,recurve,non-compound,triple,18,121
Portsmouth,indoor,metric,barebow,non-compound,triple,18,121
Portsmouth,indoor,metric,longbow,non-compound,triple,18,121
Stafford,indoor,metric,recurve,non-compound,single,26,121
Stafford,indoor,metric,barebow,non-compound,single,26,121
Stafford,indoor,metric,longbow,non-compound,single,26,121
WA 18m,indoor,metric,recurve,non-compound,single,17,121
WA 18m,indoor,metric,barebow,non-compound,single,17,121
WA 18m,indoor,metric,longbow,non-compound,single,17,121
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,9,121
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,9,121
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,9,121
WA 25m,indoor,metric,recurve,non-compound,single,19,121
WA 25m,indoor,metric,barebow,non-compound,single,19,121
WA 25m,indoor,metric,longbow,non-compound,single,19,121
WA 25m,indoor,metric,recurve,non-compound,triple,9,121
WA 25m,indoor,metric,barebow,non-compound,triple,9,121
WA 25m,indoor,metric,longbow,non-compound,triple,9,121
Worcester,indoor,metric,compound,compound,single,10,121
Worcester,indoor,metric,recurve,non-compound,single,10,121
Worcester,indoor,metric,barebow,non-compound,single,10,121
Worcester,indoor,metric,longbow,non-compound,single,10,121
Worcester,indoor,metric,compound,compound,triple,4,121
Worcester,indoor,metric,recurve,non-compound,triple,4,121
Worcester,indoor,metric,barebow,non-compound,triple,4,121
Worcester,indoor,metric,longbow,non-compound,triple,4,121
Vegas300,indoor,metric,compound,compound,single,9,121
Vegas300,indoor,metric,recurve,non-compound,single,9,121
Vegas300,indoor,metric,barebow,non-compound,single,9,121
Vegas300,indoor,metric,longbow,non-compound,single,9,121
Vegas300,indoor,metric,compound,compound,triple,4,121
Vegas300,indoor,metric,recurve,non-compound,triple,4,121
Vegas300,indoor,metric,barebow,non-compound,triple,4,121
Vegas300,indoor,metric,longbow,non-compound,triple,4,121
Bray I,indoor,metric,compound,compound,single,9,121
Bray I,indoor,metric,compound,compound,triple,4,121
Bray II,indoor,metric,compound,compound,single,11,121
Bray II,indoor,metric,compound,compound,triple,6,121
Portsmouth,indoor,metric,compound,compound,single,35,121
Portsmouth,indoor,metric,compound,compound,triple,18,121
Stafford,indoor,metric,compound,compound,single,26,121
WA 18m,indoor,metric,compound,compound,single,17,121
WA 18m or Vegas,indoor,metric,compound,compound,triple,9,121
WA 25m,indoor,metric,compound,compound,single,19,121
WA 25m,indoor,metric,compound,compound,triple,9,121
Bray I,indoor,metric,recurve,non-compound,single,8,122
Bray I,indoor,metric,barebow,non-compound,single,8,122
Bray I,indoor,metric,longbow,non-compound,single,8,122
Bray I,indoor,metric,recurve,non-compound,triple,4,122
Bray I,indoor,metric,barebow,non-compound,triple,4,122
Bray I,indoor,metric,longbow,non-compound,triple,4,122
Bray II,indoor,metric,recurve,non-compound,single,11,122
Bray II,indoor,metric,barebow,non-compound,single,11,122
Bray II,indoor,metric,longbow,non-compound,single,11,122
Bray II,indoor,metric,recurve,non-compound,triple,5,122
Bray II,indoor,metric,barebow,non-compound,triple,5,122
Bray II,indoor,metric,longbow,non-compound,triple,5,122
Portsmouth,indoor,metric,recurve,non-compound,single,33,122
Portsmouth,indoor,metric,barebow,non-compound,single,33,122
Portsmouth,indoor,metric,longbow,non-compound,single,33,122
Portsmouth,indoor,metric,recurve,non-compound,triple,17,122
Portsmouth,indoor,metric,barebow,non-compound,triple,17,122
Portsmouth,indoor,metric,longbow,non-compound,triple,17,122
Stafford,indoor,metric,recurve,non-compound,single,24,122
Stafford,indoor,metric,barebow,non-compound,single,24,122
Stafford,indoor,metric,longbow,non-compound,single,24,122
WA 18m,indoor,metric,recurve,non-compound,single,16,122
WA 18m,indoor,metric,barebow,non-compound,single,16,122
WA 18m,indoor,metric,longbow,non-compound,single,16,122
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,8,122
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,8,122
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,8,122
WA 25m,indoor,metric,recurve,non-compound,single,17,122
WA 25m,indoor,metric,barebow,non-compound,single,17,122
WA 25m,indoor,metric,longbow,non-compound,single,17,122
WA 25m,indoor,metric,recurve,non-compound,triple,9,122
WA 25m,indoor,metric,barebow,non-compound,triple,9,122
WA 25m,indoor,metric,longbow,non-compound,triple,9,122
Worcester,indoor,metric,compound,compound,single,9,122
Worcester,indoor,metric,recurve,non-compound,single,9,122
Worcester,indoor,metric,barebow,non-compound,single,9,122
Worcester,indoor,metric,longbow,non-compound,single,9,122
Worcester,indoor,metric,compound,compound,triple,3,122
Worcester,indoor,metric,recurve,non-compound,triple,3,122
Worcester,indoor,metric,barebow,non-compound,triple,3,122
Worcester,indoor,metric,longbow,non-compound,triple,3,122
Vegas300,indoor,metric,compound,compound,single,8,122
Vegas300,indoor,metric,recurve,non-compound,single,8,122
Vegas300,indoor,metric,barebow,non-compound,single,8,122
Vegas300,indoor,metric,longbow,non-compound,single,8,122
Vegas300,indoor,metric,compound,compound,triple,4,122
Vegas300,indoor,metric,recurve,non-compound,triple,4,122
Vegas300,indoor,metric,barebow,non-compound,triple,4,122
Vegas300,indoor,metric,longbow,non-compound,triple,4,122
Bray I,indoor,metric,compound,compound,single,8,122
Bray I,indoor,metric,compound,compound,triple,4,122
Bray II,indoor,metric,compound,compound,single,11,122
Bray II,indoor,metric,compound,compound,triple,5,122
Portsmouth,indoor,metric,compound,compound,single,33,122
Portsmouth,indoor,metric,compound,compound,triple,16,122
Stafford,indoor,metric,compound,compound,single,24,122
WA 18m,indoor,metric,compound,compound,single,16,122
WA 18m or Vegas,indoor,metric,compound,compound,triple,8,122
WA 25m,indoor,metric,compound,compound,single,17,122
WA 25m,indoor,metric,compound,compound,triple,9,122
Bray I,indoor,metric,recurve,non-compound,single,8,123
Bray I,indoor,metric,barebow,non-compound,single,8,123
Bray I,indoor,metric,longbow,non-compound,single,8,123
Bray I,indoor,metric,recurve,non-compound,triple,4,123
Bray I,indoor,metric,barebow,non-compound,triple,4,123
Bray I,indoor,metric,longbow,non-compound,triple,4,123
Bray II,indoor,metric,recurve,non-compound,single,10,123
Bray II,indoor,metric,barebow,non-compound,single,10,123
Bray II,indoor,metric,longbow,non-compound,single,10,123
Bray II,indoor,metric,recurve,non-compound,triple,5,123
Bray II,indoor,metric,barebow,non-compound,triple,5,123
Bray II,indoor,metric,longbow,non-compound,triple,5,123
Portsmouth,indoor,metric,recurve,non-compound,single,31,123
Portsmouth,indoor,metric,barebow,non-compound,single,31,123
Portsmouth,indoor,metric,longbow,non-compound,single,31,123
Portsmouth,indoor,metric,recurve,non-compound,triple,15,123
Portsmouth,indoor,metric,barebow,non-compound,triple,15,123
Portsmouth,indoor,metric,longbow,non-compound,triple,15,123
Stafford,indoor,metric,recurve,non-compound,single,23,123
Stafford,indoor,metric,barebow,non-compound,single,23,123
Stafford,indoor,metric,longbow,non-compound,single,23,123
WA 18m,indoor,metric,recurve,non-compound,single,15,123
WA 18m,indoor,metric,barebow,non-compound,single,15,123
WA 18m,indoor,metric,longbow,non-compound,single,15,123
WA 18m or Vegas,indoor,metric,recurve,non-compound,triple,8,123
WA 18m or Vegas,indoor,metric,barebow,non-compound,triple,8,123
WA 18m or Vegas,indoor,metric,longbow,non-compound,triple,8,123
WA 25m,indoor,metric,recurve,non-compound,single,16,123
WA 25m,indoor,metric,barebow,non-compound,single,16,123
WA 25m,indoor,metric,longbow,non-compound,single,16,123
WA 25m,indoor,metric,recurve,non-compound,triple,8,123
WA 25m,indoor,metric,barebow,non-compound,triple,8,123
WA 25m,indoor,metric,longbow,non-compound,triple,8,123
Worcester,indoor,metric,compound,compound,single,9,123
Worcester,indoor,metric,recurve,non-compound,single,9,123
Worcester,indoor,metric,barebow,non-compound,single,9,123
Worcester,indoor,metric,longbow,non-compound,single,9,123
Worcester,indoor,metric,compound,compound,triple,3,123
Worcester,indoor,metric,recurve,non-compound,triple,3,123
Worcester,indoor,metric,barebow,non-compound,triple,3,123
Worcester,indoor,metric,longbow,non-compound,triple,3,123
Vegas300,indoor,metric,compound,compound,single,8,123
Vegas300,indoor,metric,recurve,non-compound,single,8,123
Vegas300,indoor,metric,barebow,non-compound,single,8,123
Vegas300,indoor,metric,longbow,non-compound,single,8,123
Vegas300,indoor,metric,compound,compound,triple,4,123
Vegas300,indoor,metric,recurve,non-compound,triple,4,123
Vegas300,indoor,metric,barebow,non-compound,triple,4,123
Vegas300,indoor,metric,longbow,non-compound,triple,4,123
Bray I,indoor,metric,compound,compound,single,8,123
Bray I,indoor,metric,compound,compound,triple,4,123
Bray II,indoor,metric,compound,compound,single,10,123
Bray II,indoor,metric,compound,compound,triple,5,123
Portsmouth,indoor,metric,compound,compound,single,31,123
Portsmouth,indoor,metric,compound,compound,triple,15,123
Stafford,indoor,metric,compound,compound,single,23,123
WA 18m,indoor,metric,compound,compound,single,15,123
WA 18m or Vegas,indoor,metric,compound,compound,triple,8,123
WA 25m,indoor,metric,compound,compound,single,16,123
WA 25m,indoor,metric,compound,compound,triple,8,123
Bray I,indoor,metric,recurve,non-compound,single,7,124
